"region_from","Africa","Au&NewZ","EastEurope","Hindustan","LatAm","MidEast","NorthAm","PacificC","WestEurope"
"Africa",28.0122750543187,15.306925965773,16.3883009464993,34.2984370818877,8.77535463229578,14.2254936574568,8.25397873995931,23.8966911148823,14.8881160796007
"Au&NewZ",15.2263519569908,2.80568011566594,12.3270337823198,29.0770922984636,10.5465982298665,9.91542710024837,9.49107362733849,43.9215055349869,11.4774869800883
"EastEurope",16.6079902897014,12.4512701204147,21.6360028320699,25.5622368675531,8.06411013749753,28.4667613561314,7.93210301613985,32.891531855088,15.9528118384316
"Hindustan",34.4998839852028,27.7342426792559,26.2074044157189,32.219292750841,14.2067677796502,27.1130213350257,13.300774621471,59.9199786777854,32.8951239067039
"LatAm",8.78338570074579,10.6081492074619,8.32160710311765,14.0612273041252,20.9340958409157,7.56432691749716,12.5858494732477,14.4244969204556,7.97730541529478
"MidEast",13.7717523124917,9.9359314244017,28.9057100267295,28.4676925197769,7.44876611220881,16.7004653363131,7.26310895241355,32.1983659041488,17.1040376664656
"NorthAm",8.06266867902592,9.54926723423612,8.16891911368086,12.983198489825,12.0583348701107,7.67764689805916,18.3971325546164,14.4985306034419,8.50730479226775
"PacificC",23.6234350645421,43.4338086297678,33.1757616110353,60.0912119246925,14.4463512750573,31.7984594070632,14.1489627171,95.8305910824945,29.718154865952
"WestEurope",13.7516141885578,11.4795804482613,16.1109572000372,32.6877411134421,7.82822843575894,16.9523568619063,8.27375914026065,29.6859751462062,21.9277145819189
